adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genres
False,/hxSB02ksqnkXY4hPGAXqgO2fL01.jpg,"[12, 35, 878]",105,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",72.069,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,1985-07-03,Back to the Future,False,8.318,19717,"Adventure, Comedy, Science Fiction"
False,/2LMgkmtnmhjUHvFXNDruHzrUFKK.jpg,"[80, 18, 10749]",15804,zh,牯嶺街少年殺人事件,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",11.304,/rDZ2mNQkZrnSzHPLQ7SzhzgCSoj.jpg,1991-07-27,A Brighter Summer Day,False,8.314,307,"Crime, Drama, Romance"
False,/8Lt9ljQ5IruNXtci03Hm7VcDZKe.jpg,[18],207,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",67.798,/hmGAF5NDoYB6S39UONevjHCESOI.jpg,1989-06-02,Dead Poets Society,False,8.311,11094,Drama
False,/A1Larywbw79kZQqkvCEiPHJqdLN.jpg,"[16, 53]",10494,ja,PERFECT BLUE,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",37.146,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,1998-02-28,Perfect Blue,False,8.311,2602,"Animation, Thriller"
False,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,[18],599,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,16.905,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,1950-08-10,Sunset Boulevard,False,8.309,2535,Drama
False,/jynfI114q3kOAbIiVjVfFFmttU2.jpg,"[80, 18, 28]",101,en,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",64.254,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,1994-09-14,Léon: The Professional,False,8.308,14632,"Crime, Drama, Action"
False,/xLMJCCSatxENpHO9rLW9yD8A12C.jpg,"[16, 878, 28, 18]",18491,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control.",35.971,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,False,8.307,1566,"Animation, Science Fiction, Action, Drama"
False,/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg,"[35, 10752]",914,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,26.271,/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg,1940-10-15,The Great Dictator,False,8.306,3323,"Comedy, War"
False,/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg,"[18, 35]",644479,es,Dedicada A Mi Ex,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",7.517,/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg,2019-11-01,Dedicated to my ex,False,8.304,501,"Drama, Comedy"
False,/stiGp1XzkLSYdUUEWTyQOZRkr49.jpg,[18],3782,ja,生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",20.178,/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,1952-10-09,Ikiru,False,8.3,1115,Drama
False,/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg,"[35, 18, 10749]",3082,en,Modern Times,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",14.875,/uEMekS25hwXrCJOZZ3NKMGcAFJo.jpg,1936-02-05,Modern Times,False,8.293,3647,"Comedy, Drama, Romance"
False,/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg,"[18, 37]",335,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",41.202,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,Once Upon a Time in the West,False,8.286,4275,"Drama, Western"
False,/n0Cju2Eu3VyrUFl32thblHFWznA.jpg,"[35, 18, 10749]",901,en,City Lights,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,19.747,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,1931-02-06,City Lights,False,8.28,2134,"Comedy, Drama, Romance"
False,/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg,"[18, 10752]",28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",47.284,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-08-15,Apocalypse Now,False,8.28,8127,"Drama, War"
False,/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg,"[18, 35]",77338,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,52.76,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,2011-11-02,The Intouchables,False,8.278,17058,"Drama, Comedy"
False,/rqmE0aFFerz8E8PkGOKPAoIY5Ax.jpg,"[18, 10751, 14]",1585,en,It's a Wonderful Life,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",37.228,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,1946-12-20,It's a Wonderful Life,False,8.277,4230,"Drama, Family, Fantasy"
False,/354kfjVb96mtFALMhBE6jzHGiA2.jpg,"[10752, 18, 36]",975,en,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,18.1,/3O10X1bVSasrS2NQ186s2tlKvqN.jpg,1957-10-25,Paths of Glory,False,8.273,2862,"War, Drama, History"
False,/aLqtWLA6NQHBwQHvHDq5z4EKUm0.jpg,"[16, 14, 10749, 18]",533514,ja,劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",21.206,/A9R6bukzzRmOzxvDQsXdQpeNm8l.jpg,2020-09-18,Violet Evergarden: The Movie,False,8.267,402,"Animation, Fantasy, Romance, Drama"
False,/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg,[18],637920,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",42.467,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,2019-10-10,Miracle in Cell No. 7,False,8.266,4367,Drama
False,/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,"[10749, 18]",527641,en,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",44.095,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,2019-03-14,Five Feet Apart,False,8.264,5547,"Romance, Drama"
False,/u1wHUA0R48FH4WV3sGqjwx3aNZm.jpg,"[16, 18, 10402, 10749]",632632,ja,映画 ギヴン,"The relationship between a band's bassist, their drummer, and the drummer’s roommate and ex-boyfriend, who is a professional violinist.",15.247,/3trPz7muDOv4AHjDZiD3MLGls2Q.jpg,2020-08-22,Given,False,8.3,377,"Animation, Drama, Music, Romance"
False,/6rmb35g7XoMCMQtnbH0rUecFZlV.jpg,"[18, 10402]",10376,it,La leggenda del pianista sull'oceano,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",17.538,/4EKnIjT1IGGFyplaW11lTvXrzI0.jpg,1998-10-28,The Legend of 1900,False,8.264,2226,"Drama, Music"
False,/jGKQks1bd3rmltqaXbEbS9DnsPv.jpg,"[16, 10751, 12, 14]",995133,en,"The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",41.112,/aBBJRyS17TIrdXih3uSYvPAR3Ua.jpg,2022-12-25,"The Boy, the Mole, the Fox and the Horse",False,8.262,529,"Animation, Family, Adventure, Fantasy"
False,/f72GEQF2lKsdmEULSI9bWCbQylH.jpg,"[18, 53, 80]",29259,fr,Le Trou,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",11.034,/8kxtOm7D992iAaOzUoWmNQwbXjs.jpg,1960-03-18,Le Trou,False,8.26,462,"Drama, Thriller, Crime"
False,/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg,"[16, 18, 10749]",652837,ja,ジョゼと虎と魚たち,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",19.092,/xAbSLi61npWyVs5M0yxin3dKcGO.jpg,2020-12-25,"Josee, the Tiger and the Fish",False,8.26,453,"Animation, Drama, Romance"
False,/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg,"[18, 10749]",447362,en,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",49.021,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,2020-11-27,Life in a Year,False,8.259,1854,"Drama, Romance"
False,/nbAbAk80aWCpOS5kOPYJ1L9kE1R.jpg,"[10402, 18, 10749]",630566,en,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",15.265,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,2020-10-09,Clouds,False,8.258,998,"Music, Drama, Romance"
False,/wXfAvsPZqBDJ8U78F2IAzsUxtNh.jpg,"[10751, 16, 18]",8587,en,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",133.339,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-24,The Lion King,False,8.257,18092,"Family, Animation, Drama"
False,/oIQMt3Q6Qa37YD0JOdYkrIAPYDk.jpg,"[18, 10752]",25237,ru,Иди и смотри,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",20.553,/qNbMsKVzigERgJUbwf8pKyZogpb.jpg,1985-10-17,Come and See,False,8.257,1453,"Drama, War"
False,/sdwjQEM869JFwMytTmvr6ggvaUl.jpg,"[18, 53, 9648, 28]",670,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",33.472,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003-11-21,Oldboy,False,8.255,8546,"Drama, Thriller, Mystery, Action"
False,/2Kkqmy3EpXqBDqv1vvsNXX3pwww.jpg,"[18, 35]",42269,it,C'eravamo tanto amati,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",6.671,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,1974-12-21,We All Loved Each Other So Much,False,8.254,539,"Drama, Comedy"
False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"[12, 878, 28]",299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",143.237,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,2019-04-24,Avengers: Endgame,False,8.251,25407,"Adventure, Science Fiction, Action"
False,/1EAxNqdkVnp48a7NUuNBHGflowM.jpg,"[16, 28, 878, 18]",283566,ja,シン・エヴァンゲリオン劇場版:||,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",24.185,/md5wZRRj8biHrGtyitgBZo7674t.jpg,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,False,8.249,798,"Animation, Action, Science Fiction, Drama"
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",366.595,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.246,29484,"Adventure, Action, Science Fiction"
False,/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,"[18, 36]",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",48.533,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,Green Book,False,8.241,11450,"Drama, History"
False,/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg,"[16, 10751, 12, 35, 14]",508965,en,Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",19.34,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,2019-11-08,Klaus,False,8.237,3951,"Animation, Family, Adventure, Comedy, Fantasy"
False,/dIHezuC3AmylT8mkXQiWSjz2wJR.jpg,[18],265177,fr,Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",13.649,/nT4VJ6MfSwUoCorYmkcLVaIenya.jpg,2014-09-19,Mommy,False,8.235,2688,Drama
False,/tyxqfALuq02khuKNCwmeMxrqt8T.jpg,"[16, 10749, 18, 14]",572154,ja,青春ブタ野郎はゆめみる少女の夢を見ない,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",16.535,/AtFnN4OztDJy8IFwYd5JfU0jlEM.jpg,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,False,8.232,519,"Animation, Romance, Drama, Fantasy"
False,/YLyORLsYIjC0d1TFBSpJKk7piP.jpg,"[16, 18, 10749]",504253,ja,君の膵臓をたべたい,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",28.682,/qpV8kvRfAntV7D4aOOsLIz7OdPc.jpg,2018-09-01,I Want to Eat Your Pancreas,False,8.227,1523,"Animation, Drama, Romance"
False,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,"[16, 12, 14, 35, 10751]",315162,en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",215.09,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,2022-12-07,Puss in Boots: The Last Wish,False,8.227,7623,"Animation, Adventure, Fantasy, Comedy, Family"
False,/eNWjMbuhGxJdzaIY9ZZ2KvWx2sQ.jpg,"[16, 10751, 18, 14]",110420,ja,おおかみこどもの雨と雪,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",29.499,/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg,2012-07-21,Wolf Children,False,8.227,2255,"Animation, Family, Drama, Fantasy"
False,/sQkRiQo3nLrQYMXZodDjNUJKHZV.jpg,"[16, 28, 878]",618344,en,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",27.228,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,2020-05-05,Justice League Dark: Apokolips War,False,8.225,1444,"Animation, Action, Science Fiction"
False,/yeJhRNtE4XW2lOoVVFO9iuDr3AL.jpg,"[16, 10751, 12, 14]",441130,en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",19.871,/53VE3Iv9NiCOJfFMWwQuRUQMaXZ.jpg,2020-10-26,Wolfwalkers,False,8.223,1166,"Animation, Family, Adventure, Fantasy"
False,/uUrV5KSjnZx47Dq7e6STr73iN4N.jpg,"[18, 35]",24188,it,Il sorpasso,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",16.73,/4h1ckrJQVcQYjeOkqS8i9BqZ9MI.jpg,1962-12-05,Il Sorpasso,False,8.219,730,"Drama, Comedy"
False,/1Jpkm9qZcsT0mSyVXgs4VlGjPNI.jpg,"[18, 53, 10752]",16869,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",67.561,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-02,Inglourious Basterds,False,8.219,22051,"Drama, Thriller, War"
False,/rW2xRFlJRbTnBJlQTSjQmjevIwb.jpg,"[18, 36, 10752]",857,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",53.24,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998-07-24,Saving Private Ryan,False,8.218,15672,"Drama, History, War"
False,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",73.48,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,1999-03-31,The Matrix,False,8.218,25448,"Action, Science Fiction"
False,/hND7xAaxxBgaIspp9iMsaEXOSTz.jpg,"[28, 18, 12]",98,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",86.649,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.217,18275,"Action, Drama, Adventure"
False,/qjGrUmKW78MCFG8PTLDBp67S27p.jpg,"[16, 28, 14, 53]",635302,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",93.027,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,8.217,3889,"Animation, Action, Fantasy, Thriller"
False,/jlMic05JZQQY7t7DhXoYKaRHh2b.jpg,"[53, 18, 10749]",290098,ko,아가씨,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",43.845,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,2016-06-01,The Handmaiden,False,8.215,3678,"Thriller, Drama, Romance"
False,/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg,"[27, 53]",694,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",51.935,/xazWoLealQwEgqZ89MLZklLZD3k.jpg,1980-05-23,The Shining,False,8.215,17272,"Horror, Thriller"
False,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,"[10751, 16, 10402, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",228.751,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,2017-10-27,Coco,False,8.213,19199,"Family, Animation, Music, Adventure"
False,/wyvUmyzqGOBDyqLHRSukGDjI7bH.jpg,[18],50014,en,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",264.866,/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg,2011-08-09,The Help,False,8.212,8170,Drama
False,/oOM2JzhVBjWyZFHW2iBQQ8A3znY.jpg,"[18, 53]",16672,ja,砂の女,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,11.593,/rE6vtXBDXy3cjyFmxfsDese0Eo4.jpg,1964-02-15,Woman in the Dunes,False,8.208,435,"Drama, Thriller"
False,/ppKDBRK4TMHxjLPRGx3MQEtJWC0.jpg,"[18, 9648, 80]",37257,en,Witness for the Prosecution,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",16.806,/iUIo7IVYOf4yHwGmVHyGJcb4QOe.jpg,1957-12-17,Witness for the Prosecution,False,8.206,1374,"Drama, Mystery, Crime"
False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"[28, 18]",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",126.628,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-21,Top Gun: Maverick,False,8.206,9045,"Action, Drama"
False,/xBDE2d6HM1aBKQRu4IT7SfPD9fs.jpg,"[18, 9648, 878]",1124,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",44.833,/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,2006-10-17,The Prestige,False,8.204,15856,"Drama, Mystery, Science Fiction"
False,/rzdQXrK37OBArogzCk7inEaW0mS.jpg,"[35, 18, 10749]",284,en,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",23.297,/mQFw91P5t4cT199BGQDzjVJcSUl.jpg,1960-06-21,The Apartment,False,8.204,2251,"Comedy, Drama, Romance"
False,/rbZvGN1A1QyZuoKzhCw8QPmf2q0.jpg,"[18, 53, 9648]",11324,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",61.926,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,2010-02-14,Shutter Island,False,8.202,23743,"Drama, Thriller, Mystery"
False,/zqkmTXzjkAgXmEWLRsY4UpTWCeo.jpg,"[12, 28, 878]",11,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,107.174,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,Star Wars,False,8.204,20427,"Adventure, Action, Science Fiction"
False,/o33acwn7KliNpJRbjy4FrMSpiQ9.jpg,"[35, 18, 10402]",654299,es,Como caído del cielo,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",12.168,/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg,2019-12-24,Out of the Clear Blue Sky,False,8.202,341,"Comedy, Drama, Music"
False,/yQIBS8B9l2qXoPoPtxSXvH7CfoT.jpg,"[18, 36, 10752]",324786,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",99.602,/wuz8TjCIWR2EVVMuEfBnQ1vuGS3.jpg,2016-10-07,Hacksaw Ridge,False,8.199,13578,"Drama, History, War"
